id,hi,en
w2522,vkalw,tear
w2523,NksVh pEep,teaspoon
w2524,rduhdh,technical
w2525,rduhd,technique
w2526,çkS|ksfxdh,technology
w2527,fd'kksj,teen
w2528,fd'kksj,teenager
w2529,VsyhQksu,telephone
w2530,nwjchu,telescope
w2531,Vsyhfotu,television
w2532,dguk,tell
w2533,rkieku,temperature
w2534,vLFkk;h,temporary
w2535,nl,ten
w2536,nsrs gSa,tend
w2537,ço`fÙk,tendency
w2538,Vsful,tennis
w2539,ruko,tension
w2540,racw,tent
w2541,vof/k,term
w2542,ekeys,terms
w2543,Hk;kud,terrible
w2544,{ks=,territory
w2545,vkrad,terror
w2546,vkrad,terrorism
w2547,vkradoknh,terrorist
w2548,ijh{kk,test
w2549,xokgh nsuk,testify
w2550,xokgh,testimony
w2551,ifj{k.k,testing
w2552,VsDLV,text
w2553,ls,than
w2554,/kU;okn,thank
w2555,/kU;okn,thanks
w2556,ml,that
w2557,,the
w2558,"fFk,Vj",theater
w2559,tks vius,their
w2560,mUgsa,them
w2561,"fo""k;",theme
w2562,vius,themselves
w2563,fQj,then
w2564,fl)kar,theory
w2565,fpfdRlk,therapy
w2566,D;k vki ogka ekStwn gSa,there
w2567,blfy;s,therefore
w2568,bu,these
w2569,os,they
w2570,eksVk,thick
w2571,iryk,thin
w2572,pht,thing
w2573,lksp,think
w2574,fopkj/kkjk,thinking
w2575,rhljk,third
w2576,rhl,thirty
w2577,bl,this
w2578,mu,those
w2579,gkykafd,though
w2580,fopkj,thought
w2581,gtkj,thousand
w2582,/kedh,threat
w2583,/kedkuk,threaten
w2584,rhu,three
w2585,xyk,throat
w2586,ds ek/;e ls,through
w2587,Hkj,throughout
w2588,Qsaduk,throw
w2589,bl çdkj,thus
w2590,fVdV,ticket
w2591,VkbZ,tie
w2592,rax,tight
w2593,igj,time
w2594,NksVs,tiny
w2595,fVi,tip
w2596,Vk;j,tire
w2597,Fkdk gqvk,tired
w2598,Ård,tissue
w2599," 'kh""kZd",title
w2600,lsok esjs,to
w2601,rackdw,tobacco
w2602,vkt,today
w2603,iSj dh vaxqyh,toe
w2604,lkFk esa,together
w2605,VekVj,tomato
w2606,vkus okyk dy,tomorrow
w2607,lqj,tone
w2608,tqcku,tongue
w2609,vkt jkr,tonight
w2610,cgqr,too
w2611,lk/ku,tool
w2612,nkar,tooth
w2613,pksVh,top
w2614,"fo""k;",topic
w2615,V‚l,toss
w2616,laiw.kZ,total
w2617,iwjh rjg ls,totally
w2618,Li'kZ,touch
w2619,dBksj,tough
w2620,;k=k,tour
w2621,i;ZVd,tourist
w2622,VwukZesaV,tournament
w2623,dh vksj,toward
w2624,dh vksj,towards
w2625,ehukj,tower
w2626,uxj,town
w2627,f[kykSuk,toy
w2628,fu'kku,trace
w2629,/kkou iFk,track
w2630,O;kikj,trade
w2631,ijaijk,tradition
w2632,ijaijkxr,traditional
w2633,;krk;kr,traffic
w2634, 'kksdiw.kZ ?kVuk,tragedy
w2635,fu'kku,trail
w2636,jsy xkMh,train
w2637,çf'k{k.k,training
w2638,LFkkukarj.k,transfer
w2639,ifjorZu,transform
w2640,ifjorZu,transformation
w2641,laØe.k,transition
w2642,vuqokn djuk,translate
w2643,ifjogu,transportation
w2644,;k=k,travel
w2645,bykt,treat
w2646,bykt,treatment
w2647,laf/k,treaty
w2648,isM+,tree
w2649,Hk;kud,tremendous
w2650,ço`fÙk,trend
w2651,ijh{k.k,trial
w2652,tutkfr,tribe
w2653,Ny,trick
w2654,;k=k,trip
w2655,lsuk,troop
w2656,eqlhcr,trouble
w2657,Vªd,truck
w2658,lp,TRUE
w2659,lgh ek;us esa,truly
w2660,Hkjkslk,trust
w2661,lR;,truth
w2662,ç;Ru,try
w2663,Vîwc,tube
w2664,lqjax,tunnel
w2665,eksM+,turn
w2666,Vhoh,TV
w2667,ckjg,twelve
w2668,chl,twenty
w2669,nks ckj,twice
w2670,tqM+oka,twin
w2671,nks,two
w2672,çdkj,type
w2673,BsB,typical
w2674,vke rkSj ij,typically
w2675,dq:i,ugly
w2676,ije,ultimate
w2677,var esa,ultimately
w2678,vleFkZ,unable
w2679,pkpk,uncle
w2680,ds varxZr,under
w2681,xqtjuk,undergo
w2682,le>uk,understand
w2683,le>,understanding
w2684,nqHkkZX; ls,unfortunately
w2685,onhZ,uniform
w2686,la?k,union
w2687,vf}rh;,unique
w2688,bdkbZ,unit
w2689,;wukbVsM,United
w2690,lkoZHkkSfed,universal
w2691,czEgkaM,universe
w2692,fo'ofo|ky;,university
w2693,vutku,unknown
w2694,tc rd,unless
w2695,fHkUu,unlike
w2696,laHkkouk ugha,unlikely
w2697,tc rd,until
w2698,vlkekU;,unusual
w2699,Åij,up
w2700,ds Åij,upon
w2701,Åijh,upper
w2702, 'kgjh,urban
w2703,vkxzg djrk gwa,urge
w2704,gesa,us
w2705,mi;ksx,use
w2706,mi;ksx fd;k x;k,used
w2707,mi;ksxh,useful
w2708,mi;ksxdrkZ,user
w2709,lkekU;,usual
w2710,vkerkSj ij,usually
w2711,mi;ksfxrk,utility
w2712,Nqêh,vacation
w2713,?kkVh,valley
w2714,ewY;oku,valuable
w2715,ewY;,value
w2716,ifjorZu'khy,variable
w2717,ifjorZu,variation
w2718,fofo/krk,variety
w2719,fofHkUu,various
w2720,vyx&vyx,vary
w2721,O;kid,vast
w2722,lcth,vegetable
w2723,okgu,vehicle
w2724,m|e,venture
w2725,laLdj.k,version
w2726,cuke,versus
w2727,cgqr,very
w2728,irhyk,vessel
w2729,vuqHkoh,veteran
w2730,"ds tfj,",via
w2731,f'kdkj,victim
w2732,fot;,victory
w2733,ohfM;ks,video
w2734,jk;,view
w2735,n'kZd,viewer
w2736,xk¡o,village
w2737,dk mYya?ku,violate
w2738,mYya?ku,violation
w2739,fgalk,violence
w2740,fgalk djusokyk,violent
w2741,okLro esa,virtually
w2742,xq.k,virtue
w2743,okbjl,virus
w2744,fn[kkbZ,visible
w2745,"–f""V",vision
w2746,;k=k,visit
w2747,vkxarqd,visitor
w2748,–';,visual
w2749,egRoiw.kZ,vital
w2750,vkokt,voice
w2751,vk;ru,volume
w2752,Lo;alsod,volunteer
w2753,oksV,vote
w2754,ernkrk,voter
w2755,cuke,vs
w2756,pisV esa,vulnerable
w2757,osru,wage
w2758,"#fd,",wait
w2759,txkuk,wake
w2760,Vgy yks,walk
w2761,nhokj,wall
w2762,HkVduk,wander
w2763,pkgrs gSa,want
w2764,;q),war
w2765,xje,warm
w2766,psrkouh nsuk,warn
w2767,psrkouh,warning
w2768,/kqykbZ,wash
w2769,csdkj,waste
w2770,?kM+h,watch
w2771,ikuh,water
w2772,ygj,wave
w2773,ekxZ,way
w2774,ge,we
w2775,detksj,weak
w2776,/ku,wealth
w2777,/kuh,wealthy
w2778,gfFk;kj,weapon
w2779,igu ysuk,wear
w2780,ekSle,weather
w2781, 'kknh,wedding
w2782,lIrkg,week
w2783,lIrkgkar,weekend
w2784,lkIrkfgd,weekly
w2785,rkSyuk,weigh
w2786,otu,weight
w2787,Lokxr gs,welcome
w2788,dY;k.k,welfare
w2789,dqavk,well
w2790,if'pe,west
w2791,if'peh,western
w2792,Hkhxk gqvk,wet
w2793,D;k,what
w2794,tks dqN,whatever
w2795,ifg;k,wheel
w2796,dc,when
w2797,tc dHkh,whenever
w2798,dgk is,where
w2799,tgk¡ rd,whereas
w2800,;k,whether
w2801,dkSu dkSu ls,which
w2802,tcfd,while
w2803,QqlQqlkuk,whisper
w2804,lQsn,white
w2805,dkSu,who
w2806,iwjk dk iwjk,whole
w2807,fdldks,whom
w2808,fdldk,whose
w2809,D;wa dj,why
w2810,pkSM+k,wide
w2811,O;kid :i ls,widely
w2812,cM+s iSekus ij,widespread
w2813,choh,wife
w2814,taxyh,wild
w2815,ethZ,will
w2816,rS;kj,willing
w2817,thr,win
w2818,gok,wind
w2819,f[kM+dh,window
w2820,okbu,wine
w2821,foax,wing
w2822,fotsrk,winner
w2823,lnhZ,winter
w2824,iksaN,wipe
w2825,rkj,wire
w2826,cqf)eÙkk,wisdom
w2827,cqf)eku,wise
w2828,reUuk,wish
w2829,lkFk esa,with
w2830,fudkyuk,withdraw
w2831,vanj,within
w2832,ds fcuk,without
w2833,xokg,witness
w2834,efgyk,woman
w2835,vk'p;Z,wonder
w2836,vk'p;Ztud,wonderful
w2837,ydM+h,wood
w2838,ydM+h dk,wooden
w2839, 'kCn,word
w2840,dke,work
w2841,etnwj,worker
w2842,dke dj jgs,working
w2843,dke djrk gS,works
w2844,dk;Z'kkyk,workshop
w2845,fo'o,world
w2846,fpafrr,worried
w2847,fpark,worry
w2848,yk;d,worth
w2849,gksxk,would
w2850,?kko,wound
w2851,yisV,wrap
w2852,fy[kks,write
w2853,ys[kd,writer
w2854,fy[k jgs gSa,writing
w2855,xyr,wrong
w2856,;kMZ,yard
w2857,gk¡,yeah
w2858,lky,year
w2859,fpYykuk,yell
w2860,ihyk,yellow
w2861,gk¡,yes
w2862,fcrk dy,yesterday
w2863,vHkh rd,yet
w2864,çkfIr,yield
w2865,vki,you
w2866,;qok,young
w2867,rqagkjs,your
w2868,vkidk viuk,yours
w2869,Lo;a,yourself
w2870,tokuh,youth
w2871,{ks=,zone
ws1,";g ,d dye gS",This is a pen.
ws2,mldh ek¡ us mls de mez esa gh NksM+ fn;k Fkk,Her mother had abandoned her at an early age.
ws3,",d f'k{kd ds :i esa muds ikl cgqr {kerk gS",He has great ability as a teacher.
ws4,eSa bls djus esa l{ke gwa,I am able to do it .
ws5,mldk xHkZikr gks x;k Fkk,She had an abortion.
ws6,eSa nhid ds ckjs esa tkurk gwa,I know about Deepak.
ws7, 'kgj ds Åij vkfr'kckth dk çn'kZu,A display of fireworks above the town.
ws8,eqds'k fons'k tkuk pkgrk gS,Mukesh wants to go abroad.
ws9,Ldwy ls ckj&ckj vuqifLFkr jguk,repeated absences from school.
ws10,"dHkh&dHkh] iw.kZ ekSu lcls larks""ktud /ofu gSA","Sometimes, absolute silence is the most satisfying sound."
ws11,mlus ml ij iwjk Hkjkslk fd;k,she trusted him absolutely.
ws12,"bekjrksa dks xehZ dks vo'kksf""kr djus vkSj cuk, j[kus ds fy, fMtkbu fd;k tk ldrk gS",Buildings can be designed to absorb and retain heat.
ws13,gjh'k us eqds'k dks xkyh nh,Harish abuses Mukesh.
ws14,mudk ekuuk gS fd 'kS{kf.kd miyfC/k lc dqN ugha gSA,He believes that academic achievement isn't everything.
ws15,eSa vkidh pqukSrh Lohdkj djrk gwa,I accept your challenge.
ws16,eSa vpkud xqLls dh igq¡p ls nwj gks x;kA,I was suddenly overcome with an access of rage.
ws17,"mldh vka[k ds ikl ,d nq?kZVuk gqbZ",An accident happened to her eye.
ws18,nks cgusa gekjs lkFk Hkkjr vkus okyh Fkha,The two sisters were to accompany us to India.
ws19,eSa vkt bl dk;Z dks iwjk djuk pkgrk gwaA,I want to accomplish this task today.
ws20,"funsZ'kksa ds vuqlkj pkoy idk,aA",Cook the rice according to the instructions.
ws21,esjs [kkrs esa 100 #i;s gSaA,I have 100 rupee in my account.
ws22,"eq>s lVhd ifj.kke pkfg,A",I need accurate result.
ws23,fdlh ij gR;k dk vkjksi yxkukA,To accuse somebody of a murder.
ws24,eSa vius liuksa dks gkfly djuk pkgrk gwaA,I want to achieve my dreams.
ws25,"lHkh cPpksa ds fy,] [ksy miyfC/k dh ,d Bksl Hkkouk çnku djrk gSA","For all the children, sport offers a tangible sense of achievement ."
ws26,"ngh esa ekStwn ,flM ySfDVd ,flM gksrk gSA",The acid present in curd is lactic acid.
ws27,mlus esjh mifLFkfr dks Lohdkj djus ls budkj dj fn;kA,She refused to acknowledge my presence.
ws28,eSa bl daiuh dk vf/kxzg.k djuk pkgrk gwaA,I want to acquire this company.
ws29,unh ds ikj dk iqyA,The bridge across the river.
ws30,ç/kku ea=h us vkt bl vf/kfu;e dh 'kq#vkr dhA,Prime Minister started this act today.
ws31,"gesa vius thou esa lgh dne mBkuk pkfg,A",We should take right action in our life.
ws32,pexknM+ vke rkSj ij jkr esa lfØ; gksrs gSaA,Bats are generally active at night.
ws33,"jes'k ,d vPNk dk;ZdrkZ gSA",Ramesh is a good activist.
ws34,"dejk xfrfof/k dk ,d NÙkk FkkA",The room was a hive of activity.
ws35,j.kohj flag esjs ilanhnk vfHkusrk gSaA,Ranbeer singh is my favourate actor.
ws36,dSVjhuk esjh ilanhnk vfHkus=h gSaA,Katrina is my favourite actress.
ws37,fQYe okLrfod ?kVukvksa ij vk/kkfjr gSA,The film is based on actual events.
ws38,vly esa mlus ;gh dgk gSA,Actually that's what she said.
ws39,ge Vsyhfotu esa foKkiu ns[krs gSaA,We see ad in television.
ws40,"ifjorZu dks vuqdwfyr djus ds fy, ,d cM+k laxBu /khek gks ldrk gSA",A large organization can be slow to adapt the change.
ws41,"D;k vki la[;k,¡ tksM+ ldrs gSa\",Can you add numbers.
ws42,gksVy dks vkSj dejksa ds lkFk c<+k;k x;k gSA,The hotel has been extended with the addition of more rooms.
ws43,dksbZ vfrfjä fVIi.kh\,Any additional comments?
ws44,D;k vki rktegy dk irk tkurs gSaA,Do you know the address of Taj Mahal.
ws45,";g dk;kZy; esjh t:jrksa ds fy, iwjh rjg ls i;kZIr gSA",This office is perfectly adequate for my needs.
ws46,"VsLV fdlh Hkh dkj.k ls lek;ksftr ugha fd, x, FksA",Tests were not adjusted for any reason.
ws47,"dbZ tksM+ksa ds fy, lek;kstu dh vof/k gksus dh vko';drk gks ldrh gSA",For many couples there may need to be a period of adjustment.
ws48,"lkekU; :i ls] ç'kklu yksxksa ds fy, mÙkjnk;h gSA","Ostensibly, the administration is responsive to the people."
ws49,esjh ç'kkldksa ds lkFk cSBd gSA,I have a meeting with administrators.
ws50,eSa mu nksuksa dh ç'kalk vkSj lEeku djrk gwaA,I admire and respect them both.
ws51,vLirky esa nkf[ky gksus ls igys dh 'kkeA,The evening before her admission to hospital.
ws52,eSa viuh xyrh ekurk gwaA,I admit my mistake.
ws53,"og eqlhcr esa iM+h fd'kksfj;ksa ds fy, ,d vPNk dk;ZØe pykrh gSA",she runs a good program for adolescent girls in trouble.
ws54,"cgqr ls yksx cPpk xksn ysus ds fy, mRlqd gksrs gSaA",There are many people eager to adopt a baby.
ws55,"cPpksa dks ,d o;Ld ds lkFk gksuk pkfg,A",Children should be accompanied by an adult.
ws56,vkSj tkfgj gS] Hkwdai ds lkFk] vkidks vfxze lwpuk ugha feyrh gSA,"And obviously, with an earthquake, you do not get advance notice."
ws57,";g ys[ku dk ,d mUur pj.k gSA",This is an advanced stage of writing.
ws58,"vki vius ykHk ds fy, dqN lh[k ldrs gSaA",you could learn something to your advantage.
ws59,"eSa jksekap vkSj tksf[ke dh ryk'k esa ckgj tkrk gwa] blfy, eSa thfor eglwl dj ldrk gwaA","I go out looking for adventure and risk, so I can feel alive."
ws60,mlds firk foKkiu daiuh esa FksA,Her father was in advertising company.
ws61,mUgksaus vius M‚DVj ls lykg ekaxhA,He sought advice from his doctor.
ws62,ge Mkd ls udnh Hkstus ds f[kykQ lykg nsrs gSaA,we advise against sending cash by post.
ws63,"mUgksaus Vªstjh ds lykgdkj ds :i esa 30 lky fcrk,A",He spent 30 years as an adviser to the Treasury.
ws64,"og ,d odhy cuuk pkgrk gSA",He wants to become an advocate.
ws65,"cksMZ us çdj.k ds fy, ftEesnkjh Lohdkj dhA",the board admitted responsibility for the affair.
ws66,ueh esjs LokLF; dks çHkkfor djus yxhA,the dampness began to affect my health.
ws67,eSa bl egaxs dejs dk [kpZ ugha mBk ldrkA,I can not afford this expensive room.
ws68,og ges'kk ekSr ls cgqr Mjrk FkkA,He was always very afraid of death.
ws69,"vÝhdh ns'k bl y{; rd igqapsaxs ;k ugha] ;g ,d [kqyk loky gSA",Whether or not African countries will reach this goal is an open question.
ws70,og dbZ vÝhdh&vesfjdh lfefr esa 'kkfey gksaxsA,He will join a number of African-American committee.
ws71,vki yap ds ckn tk ldrs gSaA,You can go after the lunch.
ws72,mudk nksigj dk O;k[;ku gSA,They have an afternoon lecture.
ws73,fQj ls ogh jkf'kA,The same amount again.
ws74,vijk/k ds f[kykQ yM+kbZA,The fight against crime.
ws75,mudh iRuh ik;y dh gh mez dh gSA,his wife is the same age as payal.
ws76,"og ,d foKkiu ,tsalh ds fy, dke dj jgh gSA",she's working for an advertising agency.
ws77,"ljdkj dk viuk ,tsaMk gSA",The government has its own agenda.
ws78,"og ,yvkbZlh ,tsaV gSA",He is a LIC agent.
ws79,;g dksbZ vkØked fojks/k ugha Fkk D;ksafd ge vkØked ugha gSaA,This was not an aggressive protest as we are not an aggressive.
ws80,nks lky igys eq>s esjh igyh ukSdjh feyhA,Two years ago I found my first job.
ws81,vkidh c‚Mh ySaXost bl ckr ls lger ugha gS fd vki D;k dg jgs gSaA,your body language does not agree with what you are saying.
ws82,"ge ,d le>kSrs ij ugha vk ldsA",we couldn't come to an agreement.
ws83,"—f""k esa dhVuk'kdksa dk mi;ksx yxkrkj c<+ jgk gSA",The use of pesticides in agriculture has been increasing steadily.
ws84,vkg] rqe ogk¡ gks!,"ah, there you are!"
ws85,mls viuk /;ku vkxs dh lM+d ij nsuk iM+kA,He had to give his attention to the road ahead.
ws86,nkb;ksa }kjk çlo esa efgykvksa dh lgk;rk dh xbZA,women were aided in childbirth by midwives.
ws87,"og cSB x;k vkSj ,d lg;ksxh us mls lkjh lPpkbZ crk nhA",He sat down and an aide told him all the truth.
ws88,",M~l cgqr cqjh chekjh gSA",AIDS is very bad disease.
ws89,ge vkidks loksZÙke laHko lsok nsus dk y{; j[krs gSaA,we aim to give you the best possible service.
ws90,"eq>s rkth gok pkfg,A",I need fresh air.
ws91,mUgksaus fiNys lky foeku [kjhnk FkkA,He bought the aircraft last year.
ws92,"yanu ds gokbZ vìksa esa fdu ,;jykbuksa dks lapkfyr djus dh vko';drk gSA",Which airlines need to operate in the London airports.
ws93,D;k vki Xokfy;j esa gokbZ vìs dk irk tkurs gSaA,Do you know the address of airport in gwalior.
ws94," 'kknh dh rLohjksa dks ikfjokfjd ,Yce esa txg feyhA",The wedding pictures had pride of place in the family album.
ws95,mlus iPphl lky esa 'kjkc ugha yh gSA,He has not taken alcohol in twenty-five years.
ws96,"vc pwgk thfor ugha gS] D;k mldk efLr""d vHkh Hkh dke djrk gS\","Now that the mouse is not alive , does its brain still work?"
ws97,"bl 'kCn dk bLrseky vDlj lHkh Hkkjrh; dks lanfHkZr djus ds fy, fd;k tkrk gSA",The term is often used to refer to all Indian.
ws98,"v‚LVªsfy;k vkSj U;wthySaM ds chp ,d j{kkRed xBca/kuA",A defensive alliance between Australia and New Zealand.
ws99,"çlo ds fy, rhu fnu dk le; nsaA",Allow three days for delivery.
ws100,"mUgsa vius fudVre jktuhfrd lg;ksxh dks [kkfjt djus ds fy, etcwj fd;k x;k FkkA",He was forced to dismiss his closest political ally.
ws101,mUgksaus vius thou esa yxHkx lc dqN [kks fn;kA,He lost almost everything in his life.
ws102,D;k vki bl dk;Z dks vdsys iwjk dj ldrs gSaA,Can you complete this task alone.
ws103,?kkl dh dxkj ij dkjsa [kM+h FkhaA,Cars were parked along the grass verge.
ws104,og igys ls gh ml Lrj ij çfl) FkkA,He was already famous at that stage.
ws105,muds ikl pk; gS vkSj dsd HkhA,They have tea and also cakes.
ws106,Mkbfuax g‚y dks cnyus dh ;kstuk gSA,plans to alter the dining hall.
ws107,D;k vkids ikl dksbZ oSdfYid ;kstuk gSA,Do you have any alternative plan.
ws108,"og dgrs gSa fd muds ikl Vhe dh tlhZ gS] gkykafd eSaus mUgsa bls igurs gq, dHkh ugha ns[kkA","He says he has the team jersey, although I've never seen him wear it."
ws109,"eSa ges'kk loZJs""B ifj.kkeksa ds fy, ç;kl djrk gwaA",I always try for the best results.
ws110,"og ,d deky dk vkneh gSA",He is an amazing guy.
ws111,"vesfjdh yksx ,d jk""Vªifr dh ljkguk djrs gSa tks Vscy ij ,d leL;k Mkyus ds fy, rS;kj gSA",The American people appreciate a president who is willing to put a problem on the table.
ws112,eq>s yxrk gS fd nhid lHkh ds chp lcls vPNk gSA,I think Deepak is the best among all.
ws113,"mUgksaus LVsfM;e ds iqufuZekZ.k ds fy, ,d fo'kky jkf'k [kpZ dh gSA",They have spent a colossal amount rebuilding the stadium.
ws114," 'kks/kdrkZvksa ds ,d lewg ds vuqlkj] fo'ys""k.k dh ;g çfØ;k lkr pj.kksa esa dh tkrh gSA","According to one group of researchers, this process of analysis is carried out in seven steps."
ws115,";g okLro esa ijh{k.k djsxk fd fo'ys""k.k vkSj fo'ys""kdksa dk ewY; D;k gSA",That would really test what analysis and analysts are worth.
ws116,"gesa vkids ifj.kkeksa dk vkSj vf/kd Li""V :i ls fo'ys""k.k djus dh vko';drk gSA",we need to analyze your results more clearly.
ws117,og çkphu eafnj ij dqN 'kks/k dj jgs FksA,He had been doing some research on ancient temple.
ws118,eSa lanhi vkSj mlds HkkbZ dks tkurk FkkA,I knew Sandeep and his brother.
ws119,cfyZu f'k[kj lEesyu ls ckgj fudyus ij bVyh vkSj Lisu nksuksa us xqLls ds lkFk çfrfØ;k O;ä dhA,Both Italy and Spain reacted with anger at their exclusion from the Berlin summit.
ws120,"viuh ilan ds dks.k ds lkFk ,d f=dks.k cuk,aA",Draw a triangle with the angle of your choice.
ws121,eSa bl >xM+s dks ns[kdj cgqr xqLls esa gwaA,I am very angry to see this quarrel.
ws122,D;k vkius vius thou esa fdlh taxyh tkuoj dks ns[kk gSA,Have you seen any wild animal in your life.
ws123,nhid viuh nloha 'kknh dh lkyfxjg Hkwy x;kA,Deepak forgot his tenth marriage anniversary.
ws124,"os vxys LVs'ku dh ?kks""k.kk djrs gSa] vkSj Vªsu /kheh gksus yxrh gSA","They announce the next station, and the train begins to slow down."
ws125,"eq>s viuh okf""kZd vk; ds ckjs esa crkvksA",Tell me about your annual income.
ws126,",d txg ls nwljh txg tkukA",moving from one place to another.
ws127,igys eq>s esjs ç'u dk mÙkj nksA,First give me the answer of my question.
ws128,ge muds O;ogkj dk vuqeku ugha yxk ldrsA,We cannot anticipate their behaviour.
ws129,og fpark ds geyksa ls ihfM+r FkhA,she suffered from anxiety attacks.
ws130,os vc fdlh Hkh le; ;gk¡ gksaxsA,They'll be here any time now.
ws131,"eq>s yxrk gS fd dksbZ Hkh ,slk dj ldrk gSA",I think anybody can do this.
ws132,vxj dksbZ mls cqykrk gS] rks og tokc nsrk gSA,"If anyone calls him , he replies."
ws133,D;k vkius dqN ik;k gS\,Have you found anything?
ws134,eSaus rqels dgk] ;g lc Bhd gS] vkSj oSls Hkh] ;g esjh xyrh FkhA,"I told you, it's all right, and anyway, it was my fault."
ws135,eSa nqfu;k esa dgha Hkh tk ldrk FkkA,I could go anywhere in the world.
ws136,bl eqís ij nksuksa i{k vyx&vyx jgsA,The two sides remained far apart on the issue.
ws137,"ifjokj fdjk, ds vikVZesaV esa jgrk FkkA",The family lived in a rented apartment.
ws138,";g Li""V Fkk fd og muls lger ugha FkkA",It was apparent that he didn't agree with them.
ws139,tkfgj gS og ?kk;y gSA,apparently she's injured.
ws140,mldk uke lwph esa ugha vk;kA,Her name didn't appear on the list.
ws141,;g eap ij mudh igyh mifLFkfr FkhA,It was his first appearance on the stage.
ws142,eq>s lsc ilan gSA,I like apple.
ws143,"vius f'k{kd dks ,d vkosnu fy[ksaA",Write an application to your teacher.
ws144,dj lHkh ij ykxw ugha gksrk gSA,The tax doesn't apply to everyone.
ws145,"eSa rqEgsa bl ukSdjh ds fy, fu;qä ugha dj ldrkA",I can not appoint you for this job.
ws146,"mlus gekjs fy, ,d fu;qfä dhA",He made an appointment for us.
ws147,"vkidks fotsrkvksa dh ljkguk djuh pkfg,A",You should appreciate the winners.
ws148,Vªsu esu ykbu ds ikl igqaphA,The train approached the main line.
ws149,"bl ?kVuk ds nkSjku dqN lkexzh lHkh n'kZdksa ds fy, mi;qä ugha gks ldrh gSA",Some content during this event may not be appropriate for all audiences.
ws150,"gesa ljdkj dh eatwjh pkfg,A",we need the approval of the government.
ws151,os 'kknh esa 'kkfey gksus dh eatwjh ugha nsaxsA,they would not approve to attend marriage.
ws152,yxHkx nks ?kaVs dh ;k=kA,a journey of approximately two hours.
ws153,ckaXykns'k] ikfdLrku vkSj vf/kdka'k vjc jkT;ksa esa lq/kkj gqvk gSA,"Improvements have occurred in Bangladesh, Pakistan and most Arab States."
ws154,"vtey 'kgj dk ,dek= okLrqdkj gSA",Ajmal is the only architect in the city.
ws155,"f=Hkqt dk {ks=Qy Kkr dhft,A",Find the area of triangle.
ws156,"vkSipkfjd vihy çLrqr djus ds fy, ,d etcwr rdZ gSA",There is a strong argument for submitting a formal appeal.
ws157,"vf/kdka'k la?k""kZ vKkurk ls mRiUu gksrs gSaA",Most conflicts arise from ignorance.
ws158,";g vkerkSj ij 'kjhj ds ,d fgLls dh detksjh ds :i esa çLrqr djrk gS] vDlj ,d gkFkA","It usually presents as weakness of one part of the body, often an arm."
ws159,geus lM+d ij vkB l'kL= lSfudksa dks ns[kkA,We saw eight armed soldiers in the road.
ws160,"og bl eghus gh lsuk esa 'kkfey gq, FksA",He had just joined the army this month.
ws161,"iyktks ,d vkaxu ds pkjksa vksj cuk;k x;k gSA",The palazzo is built around a courtyard.
ws162,mUgksaus cSBd dh O;oLFkk djus dh vk'kk dhA,They hoped to arrange a meeting.
ws163, 'kknh dh lkjh O;oLFkk vPNh rjg ls dh xbZ FkhA,all the arrangements for the wedding were made nicely.
ws164,jktu dks vkt iqfyl us fxj¶rkj dj fy;k gSA,Rajan is arrested by police today.
ws165,vLirky igqapus ij mldh ekSr gks xbZA,he was dead on arrival at the hospital.
ws166,mudk igyk chVk mRikn Ng eghus esa vkus okyk gSA,Their first beta products are supposed to arrive in six months.
ws167,ckrphr dh dykA,The art of conversation.
ws168,"e/;e vk;q oxZ ds vf/kdkfj;ksa ds ckjs esa ,d ys[kA",An article about middle-aged executives.
ws169,";g og gS tks mls ,d xk;d ds ctk; ,d dykdkj cukrk gSA",It's what makes her an artist rather than a singer.
ws170,bl Js.kh ds dbZ yksxksa ds ikl dykRed vkSj jpukRed >qdko gSaA,Many people in this category have strong artistic and creative inclinations.
ws171,tSlk fd uhps nh xbZ rkfydk esa fn[kk;k x;k gSA,as shown in the table below.
ws172,"og ,d ,f'k;kbZ efgyk gSA",she's an Asian woman.
ws173,"mlus viuh IysV dks ,d rjQ /kdsyus ls igys [kk fy;kA",He ate before pushing his plate aside .
ws174,og tkus ls igys iwNrh ugha FkhA,she didn't ask before she left.
ws175,"gj igyw ls] og ,d egku O;fä gSA","from every aspect, he is a great guy."
ws176,"iwokZxzg ds lHkh :iksa ij ,d Li""V geykA",An articulate assault on all forms of prejudice.
ws177,[kqn dks eq[kj djus dk le; FkkA,It was time to assert himself.
ws178,;fn xzkgd [kq'k gSa rks losZ{k.k dk vkdyu djsxkA,The survey will assess if customers are happy.
ws179, 'kSf{kd vko';drkvksa dk ewY;kaduA,The assessment of educational needs.
ws180,"gokbZ vìk bl {ks= dh ,d cM+h laifÙk gSA",The airport is a great asset to the region.
ws181,U;k;ky; cktkj ds vkadM+ksa ds vk/kkj ij laifÙk ds vf/kdkj çnku djrs gSaA,Courts assign property rights depending on market data.
ws182,",d ofj""B 'kS{kf.kd muds dke esa mudh lgk;rk djsxkA",a senior academic would assist him in his work.
ws183,",d efgyk dks ,d dk;Z'kkyk LFkkfir djus ds fy, lgk;rk dh vko';drk FkhA",One woman needed assistance to set up a workshop.
ws184,eSaus çca/k funs'kd vkSj muds lgk;d dks ns[kkA,I saw the managing director and his assistant.
ws185,daiuh [kqn dks vkVZ~l ls tksM+uk pkgrh gSA,The company wants to associate itself with the arts.
